Attribute,Description,Valid Values,DependsOn,Required,Source,Parent,Properties,DependsOn Component,Validation Rules,.ID,.Type,.Module,.Root,.SubOf,.Range,.Cardinality,.EditorNote
NEBNext mRNA Library Prep Reagent Set for Illumina,NEBNext mRNA Library Prep Reagent Set for Illumina,"","",FALSE,https://www.neb.com/products/e6100-nebnext-mrna-library-prep-reagent-set-for-illumina,libraryPreparationMethod,,"","",NEBNext_mRNA_Library_Prep_Reagent_Set_Illumina,Class,Assay,Assay_Parameter,Library_Prep,"","",""
IDT xGen Exome Research Panel,"","","",FALSE,https://www.idtdna.com/pages/products/next-generation-sequencing/targeted-sequencing/hybridization-capture/predesigned-panels/xgen-exome-research-panel-v2,libraryPreparationMethod,,"","",IDT_xGen_Exome_Research_Panel,Class,Assay,Assay_Parameter,Library_Prep,"","",""
Illumina TruSeq DNA Nano,"","","",FALSE,Sage Bionetworks,libraryPreparationMethod,,"","",Illumina_TruSeq_DNA_Nano,Class,Assay,Assay_Parameter,Library_Prep,"","",""
KAPA HyperPrep Kit PCR-free,KAPA HyperPrep Kits offer a streamlined library preparation protocol that combines several enzymatic steps and eliminates bead cleanups to significantly reduce library preparation time and improve consistency.,"","",FALSE,https://sequencing.roche.com/en/products-solutions/products/sample-preparation/dna-reagents/library-preparation/kapa-hyperprep/ordering.html,libraryPreparationMethod,,"","",KAPA HyperPrep Kit PCR-free,Class,Assay,Assay_Parameter,Library_Prep,"","",""
KAPA RNA HyperPrep Kit with RiboErase (HMR),"The KAPA RNA HyperPrep Kits utilize novel chemistry that enables the combination of enzymatic steps and fewer reaction purifications, resulting in a truly streamlined solution for the preparation of high-quality RNA-seq libraries.","","",FALSE,https://rochesequencingstore.com/catalog/kapa-rna-hyperprep-kit-with-riboerase-hmr/,libraryPreparationMethod,,"","",KAPA RNA HyperPrep Kit with RiboErase (HMR),Class,Assay,Assay_Parameter,Library_Prep,"","",""
GTAC@WUSTL in-house prep,"Non-stranded library prep that uses a TruSeq-like (in-house) library design (includes cDNA generation, end-repair, A-tailing, ligation, and PCR amplification with unique dual indexing)","","",FALSE,WUSTL,libraryPreparationMethod,,"","",GTAC@WUSTL in-house prep,Class,Assay,Assay_Parameter,Library_Prep,"","",""
bulk cell,All cells from bulk sample,"","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,nucleicAcidSource,,"","",bulk_cell,Class,Assay,Assay_Parameter,Nucleic_Acid_Source,"","",""
single cell,Single cell,"","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,nucleicAcidSource,,"","",single_cell,Class,Assay,Assay_Parameter,Nucleic_Acid_Source,"","",""
bulk nuclei,All nuclei from bulk sample,"","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,nucleicAcidSource,,"","",bulk_nuclei,Class,Assay,Assay_Parameter,Nucleic_Acid_Source,"","",""
single nucleus,Single nuclei,"","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,nucleicAcidSource,,"","",single_nucleus,Class,Assay,Assay_Parameter,Nucleic_Acid_Source,"","",""
mitochondria,Mitochondria only,"","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,nucleicAcidSource,,"","",Mitochondria,Class,Assay,Assay_Parameter,Nucleic_Acid_Source,"","",""
cell lysate,a cell lysate is a material entity which is output of a cell lysis process,"","",TRUE,http://purl.obolibrary.org/obo/OBI_1000036,proteinExtractSource,,"","","",Class,Assay,Assay_Parameter,Protein_Extract_Source,Cellular_Component,"",""
nuclear extract,Nuclear extracts contain proteins in nuclear compartment of the cell,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C19832,proteinExtractSource,,"","","",Class,Assay,Assay_Parameter,Protein_Extract_Source,Cellular_Component,"",""
mitochondria,Mitochondria only,"","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,proteinExtractSource,,"","","",Class,Assay,Assay_Parameter,Protein_Extract_Source,Cellular_Component,"",""
cytoplasm,That portion of the cell contained within the plasma membrane but excluding the nucleus.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C13226,proteinExtractSource,,"","","",Class,Assay,Assay_Parameter,Protein_Extract_Source,Cellular_Component,"",""
1,One of a pair of sequencing reads in which the two members of the pair are related by originating at either end of a clone insert.,"","",FALSE,http://purl.obolibrary.org/obo/SO_0000007,readPair,,"","",Paired_End_1,Class,Assay,Assay_Parameter,Read_Pair,"","",""
2,One of a pair of sequencing reads in which the two members of the pair are related by originating at either end of a clone insert.,"","",FALSE,http://purl.obolibrary.org/obo/SO_0000007,readPair,,"","",Paired_End_2,Class,Assay,Assay_Parameter,Read_Pair,"","",""
inward,Reads face each other,"","",FALSE,Sage Bionetworks,readPairOrientation,,"","",Inward_Read,Class,Assay,Assay_Parameter,Read_Pair_Orientation,"","",""
outward,Reads face away from each other,"","",FALSE,Sage Bionetworks,readPairOrientation,,"","",Outward_Read,Class,Assay,Assay_Parameter,Read_Pair_Orientation,"","",""
matching,Reads face the same direction,"","",FALSE,Sage Bionetworks,readPairOrientation,,"","",Matching_Read,Class,Assay,Assay_Parameter,Read_Pair_Orientation,"","",""
forward,Read 1 (or unpaired read) comes from the forward strand and read 2 (if applicable) comes from the reverse strand; equivalent to Tophat 'fr-secondstrand' type,"","",FALSE,Sage Bionetworks,readStrandOrigin,,"","",Forward_Read,Class,Assay,Assay_Parameter,Read_Strand_Origin,"","",""
reverse,read 1 (or unpaired read) comes from the reverse strand and read 2 (if applicable) comes from the forward strand; equivalent to Tophat 'fr-firststrand' type,"","",FALSE,Sage Bionetworks,readStrandOrigin,,"","",Reverse_Read,Class,Assay,Assay_Parameter,Read_Strand_Origin,"","",""
singleEnd,A library preparation that results in the creation of a library of 5' ends of DNA.,"","",FALSE,Sage Bionetworks,runType,,"","",Single_End,Class,Assay,Assay_Parameter,Run_Type,"","",""
pairedEnd,A library preparation that results in the creation of a library of the 5' and 3' ends of DNA or cDNA fragments using adaptors and endonucleases. The preparation may or may not include cloning process.,"","",FALSE,http://purl.obolibrary.org/obo/OBI_0001852,runType,,"","",Paired_End,Class,Assay,Assay_Parameter,Run_Type,"","",""
jumpingLibrary,"","","",FALSE,"",assay,,"","",Jumping_Library,Class,Assay,Method,"","","",""
RNAi,High throughput sample analysis of RNAi molecules for potential application in gene knockdown or gene silencing of target genes,"","",FALSE,http://purl.obolibrary.org/obo/ERO_0001688,genePerturbationTechnology,,"","",RNAi,Class,Assay,Method,Gene_Perturbation_Technology,"","",""
CRISPR,"","","",FALSE,"",genePerturbationTechnology,,"","",CRISPR,Class,Assay,Method,Gene_Perturbation_Technology,"","",""
CRE Recombinase,CRE Recombinase catalyses site-specific recombination between two 34 base pair loxp sites and maintains the phage genome as a monomeric unit-copy plasmid in the lysogenic state.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C17285,genePerturbationTechnology,,"","",CRE Recombinase,Class,Assay,Method,Gene_Perturbation_Technology,"","",""
rRNAdepletion,Total RNA library with ribosomal RNA depleted.,"","",FALSE,Sage Bionetworks,libraryPrep,,"","",rRNAdepletion,Class,Assay,Method,Library_Prep,"","",""
polyAselection,RNA selection by polyA tail capture,"","",FALSE,Sage Bionetworks,libraryPrep,,"","",polyAselection,Class,Assay,Method,Library_Prep,"","",""
lncRNAenrichment,RNA library enriched for lncRNA,"","",FALSE,Sage Bionetworks,libraryPrep,,"","",lncRNAenrichment,Class,Assay,Method,Library_Prep,"","",""
miRNAenrichment,RNA library with size selection for microRNAs,"","",FALSE,Sage Bionetworks,libraryPrep,,"","",miRNAenrichment,Class,Assay,Method,Library_Prep,"","",""
scale,An instrument or machine for weighing.,,,FALSE,http://purl.obolibrary.org/obo/MMO_0000217,assay,,,,Scale,Class,Assay,Platform,Platform,,,
Olympus DP80,Dual-Sensor Monochrome and Color Camera,,,FALSE,https://www.olympus-lifescience.com/en/camera/color/dp80/,platform,,,,Olympus_DP80,Class,Assay,Platform,Platform,,,
Orbitrap Fusion Lumos Tribrid,Thermo Scientific Orbitrap Fusion Lumos Tribrid Mass Spectrometer,,,FALSE,https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/liquid-chromatography-mass-spectrometry-lc-ms/lc-ms-systems/orbitrap-lc-ms/orbitrap-tribrid-mass-spectrometers/orbitrap-fusion-lumos-mass-spectrometer.html,platform,,,,Orbitrap_Fusion_Lumos_Tribrid,Class,Assay,Platform,Platform,,,
Spectramax M Series,A Spectramax M Series Microplate Reader,,,FALSE,https://www.moleculardevices.com/products/microplate-readers/multi-mode-readers/spectramax-m-series-readers,platform,,,,Spectramax_M_Series,Class,Assay,Platform,Platform,,,
LI-COR Odyssey CLx,A LI-COR Odyssey CLx imaging system,,,FALSE,https://www.licor.com/bio/odyssey-clx/,platform,,,,LI-COR_Odyssey_Clx,Class,Assay,Platform,Platform,,,
Q Exative HF,Thermo scientific Q Exative,,,FALSE,http://purl.obolibrary.org/obo/MS_10025223,platform,,,,Q_Exative_HF,Class,Assay,Platform,Platform,,,
HiSeq3000,Illumina HiSeq 3000,,,FALSE,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL21290,platform,,,,HiSeq3000,Class,Assay,Platform,Platform,,,
HiSeq2500,Illumina HiSeq 2500,,,FALSE,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL16791,platform,,,,HiSeq2500,Class,Assay,Platform,Platform,,,
HiSeq4000,Illumina HiSeq 4000,,,FALSE,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL20301,platform,,,,HiSeq4000,Class,Assay,Platform,Platform,,,
NextSeq500,Illumina NextSeq 500,,,FALSE,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL18573,platform,,,,NextSeq500,Class,Assay,Platform,Platform,,,
NextSeq 550,Illumina NextSeq 550,,,FALSE,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL21697,platform,,,,NextSeq 550,Class,Assay,Platform,Platform,,,
NextSeq 1000,Illumina NextSeq 1000,,,FALSE,,platform,,,,NextSeq 1000,Class,Assay,Platform,Platform,,,
NextSeq 2000,Illumina NextSeq 2000,,,FALSE,,platform,,,,NextSeq 2000,Class,Assay,Platform,Platform,,,
HiSeq2000,Illumina HiSeq 2000,,,FALSE,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL11154,platform,,,,HiSeq2000,Class,Assay,Platform,Platform,,,
MiSeq,Illumina MiSeq,,,FALSE,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL15520,platform,,,,MiSeq,Class,Assay,Platform,Platform,,,
Zeiss LSM 980,A Zeiss Confocal Microscope,,,FALSE,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwirj4XuwtXsAhVBrp4KHVZyARIQFjABegQIAhAC&url=https%3A%2F%2Fzeiss.ly%2Flsm980-info&usg=AOvVaw0rD50U0aMwfvt4bdfW0Yjd,platform,,,,Zeiss LSM 980,Class,Assay,Platform,Platform,,,
Affy5.0,Affymetrix Genome-Wide Human SNP 5.0 Array,,,FALSE,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL6804,platform,,,,Affy5.0,Class,Assay,Platform,Platform,,,
Affy6.0,Affymetrix Genome-Wide Human SNP 6.0 Array,,,FALSE,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL6801,platform,,,,Affy6.0,Class,Assay,Platform,Platform,,,
PacBioRSII,PacBio RS II,,,FALSE,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL21311,platform,,,,PacBioRSII,Class,Assay,Platform,Platform,,,
GAIIx,Illumina Genome Analyzer IIx,,,FALSE,https://support.illumina.com/content/dam/illumina-marketing/documents/products/datasheets/datasheet_genome_analyzeriix.pdf,platform,,,,GAIIx,Class,Assay,Platform,Platform,,,
Illumina_HumanOmni1-Quadv1.0,,,,FALSE,https://www.illumina.com/documents/products/datasheets/datasheet_humanomni1_quad.pdf,platform,,,,Illumina_HumanOmni1-Quadv1.0,Class,Assay,Platform,Platform,,,
Illumina_1M,,,,FALSE,,platform,,,,Illumina_1M,Class,Assay,Platform,Platform,,,
Illumina_h650,,,,FALSE,,platform,,,,Illumina_h650,Class,Assay,Platform,Platform,,,
Illumina_Omni2pt5M,,,,FALSE,,platform,,,,Illumina_Omni2pt5M,Class,Assay,Platform,Platform,,,
Illumina_Omni5M,,,,FALSE,,platform,,,,Illumina_Omni5M,Class,Assay,Platform,Platform,,,
Illumina MouseWG-6 v2.0 expression beadchip,Whole-genome expression profiling in the mouse,,,FALSE,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL6887,platform,,,,Illumina MouseWG-6_v2.0_expression_beadchip,Class,Assay,Platform,Platform,,,
Perlegen300Karray,,,,FALSE,,platform,,,,Perlegen300Karray,Class,Assay,Platform,Platform,,,
Agilent44Karray,,,,FALSE,,platform,,,,Agilent44Karray,Class,Assay,Platform,Platform,,,
IlluminaWholeGenomeDASL,Illumina Human Whole-Genome DASL HT,,,FALSE,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL13369,platform,,,,IlluminaWholeGenomeDASL,Class,Assay,Platform,Platform,,,
IlluminaHumanHap300,,,,FALSE,,platform,,,,IlluminaHumanHap300,Class,Assay,Platform,Platform,,,
NanostringnCounter,,,,FALSE,,platform,,,,NanostringnCounter,Class,Assay,Platform,Platform,,,
LTQ Orbitrap XL,LTQ Orbitrap XL Hybrid Ion Trap-Orbitrap Mass Spectrometer,,,FALSE,https://www.thermofisher.com/order/catalog/product/IQLAAEGAAPFADBMAOK,platform,,,,LTQ_Orbitrap_XL,Class,Assay,Platform,Platform,,,
IlluminaHumanMethylation450,Illumina HumanMethylation450 BeadChip,,,FALSE,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL13534,platform,,,,IlluminaHumanMethylation450,Class,Assay,Platform,Platform,,,
Illumina Infinium MethylationEPIC BeadChip,"An Illumina methylation BeadChip which is an array that interrogates ~ 850,000 methylation sites per sample at single-nucleotide resolution.",,,FALSE,http://purl.obolibrary.org/obo/OBI_0002131,platform,,,,Illumina Infinium MethylationEPIC_BeadChip,Class,Assay,Platform,Platform,,,
AffymetrixU133AB,,,,FALSE,,platform,,,,AffymetrixU133AB,Class,Assay,Platform,Platform,,,
Affymetrix Human Gene 1.0 ST Array,Affymetrix Human Gene 1.0 ST Array [transcript (gene) version] in situ oligonucleotide,,,FALSE,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL6244,platform,,,,Affymetrix_Human_Gene_1.0_ST_Array,Class,Assay,Platform,Platform,,,
AffymetrixU133Plus2,Affymetrix Human Genome U133 Plus 2.0 Array,,,FALSE,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL570,platform,,,,AffymetrixU133Plus2,Class,Assay,Platform,Platform,,,
HiSeqX,Illumina HiSeq X Platform for whole-genome sequencing,,,FALSE,https://www.illumina.com/systems/sequencing-platforms/hiseq-x.html,platform,,,,HiSeqX,Class,Assay,Platform,Platform,,,
Bionano Irys,Performs whole genome mapping in a nanoscale fluidic environment enabling the structure of the genome to be imaged and then analyzed at the single molecule level,,,FALSE,https://bionanogenomics.com/products/irys/,platform,,,,Bionano_Irys,Class,Assay,Platform,Platform,,,
Infinium HumanOmniExpressExome,Infinium HumanOmniExpressExome BeadChip,,,FALSE,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL18224,platform,,,,Infinium_HumanOmniExpressExome,Class,Assay,Platform,Platform,,,
Illumina NovaSeq 6000,"A DNA sequencer which is manufactured by the Illumina corporation, with two flow cells and an output of up to 6000 Gb (32-40 reads per run). The sequencer utilizes synthesis technology and patterned flow cells to optimize throughput and even spacing of sequencing clusters.",,,FALSE,http://purl.obolibrary.org/obo/OBI_0002630,platform,,,,Illumina_NovaSeq_6000,Class,Assay,Platform,Platform,,,
PacBio Sequel IIe System,PacBio Sequel IIe System,,,FALSE,,platform,,,,PacBio_Sequel_Iie_System,Class,Assay,Platform,Platform,,,
PacBio Sequel II System,PacBio Sequel II System,,,FALSE,,platform,,,,PacBio_Sequel_II_System,Class,Assay,Platform,Platform,,,
NanostringGeoMx,NanostringGeoMx,,,FALSE,,platform,,,,Nanostring_GeoMx,Class,Assay,Platform,Platform,,,
Chromium X,"(From 10x Genomics) Single-cell platform that can analyze hundreds to hundreds of thousands of cells in single run for e.g. gene expression, chromatin accessibility, cell surface proteins, immune clonotype, antigen specificity, CRISPR perturbation screens).",,,FALSE,https://www.10xgenomics.com/chromium-x,platform,,,,Chromium_X,Class,Assay,Platform,Platform,,,
EnVision 2103 Multiplate Reader,EnVision 2103 Multiplate Reader,,,FALSE,,platform,,,,EnVision_2103,Class,Assay,Platform,Platform,,,
drugScreenType,String describing general class of drug screen,"singleMolecule, smallMoleculeLibraryScreen, combinationLibraryScreen, combinationScreen",,FALSE,,compoundScreen,,,,drugScreenType,Property,Assay,annotationProperty,,,,
assay,The technology used to generate the data in this file,"elevated plus maze test, open field test, rotarod performance test, mRNAcounts, high content screen, Immunocytochemistry, immunofluorescence, autoradiography, electrochemiluminescence, Real Time PCR, in vivo tumor growth, scale, Blood Chemistry Measurement, in vivo bioluminescence, immunohistochemistry, NOMe-Seq, FIA-MSMS, UPLC-MSMS, HPLC-MSMS, liquid chromatography-electrochemical detection, rnaSeq, mirnaSeq, LC-MSMS, LC-MS, lncrnaSeq, Whole Exome Sequencing, Sanger sequencing, ChIPSeq, rnaArray, snpArray, methylationArray, mirnaArray, bisulfiteSeq, ATACSeq, HI-C, errBisulfiteSeq, ISOSeq, westernBlot, wholeGenomeSeq, polymeraseChainReaction, cellViabilityAssay, atomicForceMicroscopy, brightfieldMicroscopy, tractionForceMicroscopy, nextGenerationTargetedSequencing, jumpingLibrary, MIB/MS, scCGIseq, MudPIT, questionnaire, DNA optical mapping, oxBS-Seq, Ribo-Seq, Positron Emission Tomography, RPPA, ELISA, LTP, LFP, whole-cell patch clamp, sandwich ELISA, Laser Speckle Imaging, Genotyping, TMT quantitation, label free mass spectrometry, cell count, reporter gene assay, Single Cell RNA Sequencing, Conventional MRI, Functional MRI, Magnetic Resonance Spectroscopy, 2D Incucyte, 2D CellTiter-Glo, 3D microtissue viability, in vivo PDX viability, 2D AlamarBlue fluorescence, 2D AlamarBlue absorbance, rheometry, FTIR Spectroscopy, differential scanning calorimetry, Gel filtration chromatography, Massively Parallel Reporter Assay",,TRUE,,experimentalData,,,,assayType,Property,Assay,annotationProperty,,Assay,one,
platform,"A sequencing platform, microscope, spectroscope/plate reader, or other platform for collecting data. ","HiSeq3000, HiSeq2500, HiSeq4000, NextSeq500, HiSeq2000, MiSeq, Zeiss LSM 980, Affy5.0, Affy6.0, PacBioRSII, GAIIx, Illumina_HumanOmni1-Quadv1.0, Illumina_1M, Illumina_h650, Illumina_Omni2pt5M, Illumina_Omni5M, Illumina MouseWG-6 v2.0 expression beadchip, Perlegen300Karray, Agilent44Karray, IlluminaWholeGenomeDASL, IlluminaHumanHap300, NanostringnCounter, LTQOrbitrapXL, IlluminaHumanMethylation450, Illumina Infinium MethylationEPIC BeadChip, AffymetrixU133AB, Affymetrix Human Gene 1.0 ST Array, AffymetrixU133Plus2, HiSeqX, Bionano Irys, Infinium HumanOmniExpressExome, NextSeq 550, NextSeq 1000, NextSeq 2000, PacBio Sequel IIe System, PacBio Sequel II System, NanostringGeoMx, LI-COR Odyssey CLx, Spectramax M Series, Olympus DP80, Orbitrap Fusion Lumos Tribrid, Illumina NovaSeq 6000, Chromium X,EnVision 2103 Multiplate Reader",,FALSE,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=read_group&anchor=platform,experimentalData,,,,platform,Property,Assay,annotationProperty,,Platform,,
libraryID,,,,TRUE,,experimentalData,,,,libraryID,Property,Assay,annotationProperty,,,,
assayTarget,The HUGO gene symbol that represents the target analyte assayed.,,,FALSE,Sage Bionetworks,experimentalData,,,,assayTarget,Property,Assay,annotationProperty,,,,
proteinExtractSource,Source of the extracted protein used in the experiment,"cell lysate, nuclei, mitochondria, cytoplasm",,TRUE,http://purl.obolibrary.org/obo/OBI_0000894,experimentalData,,,,proteinExtractSource,Property,Assay,annotationProperty,,,,
reporterGene,"A biological material (clone, oligo, etc.) on an array which will report on some biosequence or biosequences.",,,FALSE,,experimentalData,,,,reporterGene,Property,Assay,annotationProperty,,,,
reporterSubstance,A gene which produces an easily assayed phenotype. Often used for expression studies of heterologous promoters.,,,FALSE,,experimentalData,,,,reporterSubstance,Property,Assay,annotationProperty,,,,
immunoAssayType,Type of immuno assay,"ChIPseq, ATAC-seq",,TRUE,,immunoAssay,,,,immunoAssayType,Property,Assay,annotationProperty,,,,
runType,Is the sequencing run single or paired end?,"singleEnd, pairedEnd","readPair,isStranded,readPairOrientation,readStrandOrigin,readLength,readDepth",FALSE,Sage Bionetworks,ngs,,,,runType,Property,Assay,annotationProperty,ngsParameter,Run_Type,,
readPair,The read of origin,"1, 2",,FALSE,,ngs,,,,readPair,Property,Assay,annotationProperty,ngsParameter,Read_Pair,,
isStranded,Whether or not the library is stranded (Yes; No),"Yes, No",,FALSE,,ngs,,,,isStranded,Property,Assay,annotationProperty,ngsParameter,,,
readPairOrientation,The relative orientation of the reads in a paired-end protocol,"inward, outward, matching, fr-firststrand",,FALSE,,ngs,,,,readPairOrientation,Property,Assay,annotationProperty,ngsParameter,Read_Pair_Orientation,,
readStrandOrigin,The strand from which the read originates in a strand-specific protocol,"forward, reverse",,FALSE,,ngs,,,,readStrandOrigin,Property,Assay,annotationProperty,ngsParameter,Read_Strand_Origin,,
libraryPrep,The general strategy by which the library was prepared,"rRNAdepletion, polyAselection, lncRNAenrichment, miRNAenrichment","libraryPreparationMethod,nucleicAcidSource,dissociationMethod",FALSE,,ngs,,,,libraryPrep,Property,Assay,annotationProperty,ngsParameter,Library_Prep,,
libraryPreparationMethod,Method by which library was prepared,"10x, CEL-seq, Drop-Seq, Smart-seq2, TruSeq, Smart-seq4, Omni-ATAC, NEBNext mRNA Library Prep Reagent Set for Illumina, IDT xGen Exome Research Panel, TruSeq standard total RNA library kit, Illumina TruSeq DNA Nano, KAPA HyperPrep Kit PCR-free,KAPA RNA HyperPrep Kit with RiboErase (HMR),GTAC@WUSTL in-house prep",,FALSE,,ngs,,,,libraryPreparationMethod,Property,Assay,annotationProperty,ngsParameter,Library_Preparation_Method,,
nucleicAcidSource,Source of the extracted nucleic acid used in the experiment,"bulk cell, single cell, bulk nuclei, single nucleus, mitochondria",,FALSE,Sage Bionetworks,ngs,,,,nucleicAcidSource,Property,Assay,annotationProperty,ngsParameter,Nucleic_Acid_Source,,
dissociationMethod,Procedure by which a biological specimen is dissociated into individual cells or a cell suspension,"10x_v2, FACS, Fluidigm C1, drop-seq, inDrop, mouth pipette, bulk, enzymatic, mechanical, none",,FALSE,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0009088,ngs,,,,dissociationMethod,Property,Assay,annotationProperty,ngsParameter,Dissociation_Method,,
readLength,Number of base pairs (bp) sequenced for a read,,,FALSE,,ngs,,,,readLength,DataProperty,Assay,annotationProperty,ngsParameter,,,
readDepth,"If available, coverage statistic as output from bedtools coverage or samtools stats.",,,FALSE,Sage Bionetworks,ngs,,,,readDepth,DataProperty,Assay,annotationProperty,ngsParameter,,,
isPairedEnd,"(Legacy/deprecated annotation) Whether or not is paired-end sequencing (Yes; No). Note that this can be inferred as 'Yes' when runType=pairedEnd; current templates actually use runType to capture this info.","Yes, No",,FALSE,,ngs,,,,isPairedEnd,DataProperty,Assay,annotationProperty,ngsParameter,,,
head,The head is the anterior-most division of the body.,"","",FALSE,http://purl.obolibrary.org/obo/UBERON_0000033,bodyPart,,"","",Head,Class,Biosample,Body_Part,Body_Part,"","",""
lymph node,A bean-shaped organ surrounded by a connective tissue capsule.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C12745,organ,,"","",Lymph_Node,Class,Biosample,Body_Part,Organ,"","",""
kidney,One of the two bean-shaped organs located on each side of the spine in the retroperitoneum.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C12415,organ,,"","",Kidney,Class,Biosample,Body_Part,Organ,"","",""
skin,The integument of an animal (as a fur-bearing mammal or a bird) separated from the body usually with its hair or feathers.,"","",FALSE,http://purl.obolibrary.org/obo/BTO_0001253,organ,,"","",Skin,Class,Biosample,Body_Part,Organ,"","",""
mammary gland,"A specialized accessory gland of the skin of mammals that secretes milk. The gland is typically only developed in females, and regresses in males.","","",FALSE,http://purl.obolibrary.org/obo/UBERON_0001911,organ,,"","",Mammary_Gland,Class,Biosample,Body_Part,Organ,"","",""
nerves,"Any of the filamentous bands of nervous tissue that connect parts of the nervous system with the other organs, conduct nervous impulses, and are made up of axons and dendrites together with protective and supportive structures.","","",FALSE,http://purl.obolibrary.org/obo/BTO_0000925,organ,,"","",Nerves,Class,Biosample,Body_Part,Organ,"","",""
brain,The portion of the vertebrate central nervous system that constitutes the organ of thought and neural coordination.,"","",FALSE,http://purl.obolibrary.org/obo/BTO_0000142,organ,,"","",Brain,Class,Biosample,Body_Part,Organ,"","",""
blood,"The fluid that circulates in the heart, arteries, capillaries, and veins of a vertebrate animal carrying nourishment and oxygen to and bringing away waste products from all parts of the body.","","",FALSE,http://purl.obolibrary.org/obo/BTO_0000089,organ,,"","",Blood,Class,Biosample,Body_Part,Organ,"","",""
breast,The fore or ventral part of the body between the neck and the abdomen.,"","",FALSE,http://purl.obolibrary.org/obo/BTO_0000149,organ,,"","",Breast,Class,Biosample,Body_Part,Organ,"","",""
colon,The part of the large intestine that extends from the cecum to the rectum.,"","",FALSE,http://purl.obolibrary.org/obo/BTO_0000269,organ,,"","",Colon,Class,Biosample,Body_Part,Organ,"","",""
lung,One of the usually paired compound saccular thoracic organs that constitute the basic respiratory organ of air-breathing vertebrates.,"","",FALSE,http://purl.obolibrary.org/obo/BTO_0000763,organ,,"","",Lung,Class,Biosample,Body_Part,Organ,"","",""
prostate,Lobular organ the parenchyma of which has as its parts glandular acini which are continuous with the prostatic part of the urethra.,"","",FALSE,http://purl.obolibrary.org/obo/FMA_9600,organ,,"","",Prostate,Class,Biosample,Body_Part,Organ,"","",""
pancreas,A large lobulated gland of vertebrates that secretes digestive enzymes and the hormones insulin and glucagon.,"","",FALSE,http://purl.obolibrary.org/obo/BTO_0000988,organ,,"","",Pancreas,Class,Biosample,Body_Part,Organ,"","",""
ovary,One of the typically paired essential female reproductive organs that produce eggs and in vertebrates female sex hormones.,"","",FALSE,http://purl.obolibrary.org/obo/BTO_0000975,organ,,"","",Ovary,Class,Biosample,Body_Part,Organ,"","",""
spleen,"A highly vascular ductless organ that is located in the left abdominal region near the stomach or intestine of most vertebrates and is concerned with final destruction of red blood cells, filtration and storage of blood, and production of lymphocytes.","","",FALSE,http://purl.obolibrary.org/obo/BTO_0001281,organ,,"","",Spleen,Class,Biosample,Body_Part,Organ,"","",""
bone marrow,"The soft, fatty, vascular tissue that fills most bone cavities and is the source of red blood cells and many white blood cells.","","",FALSE,http://purl.obolibrary.org/obo/BTO_0000141,organ,,"","",Bone_Marrow,Class,Biosample,Body_Part,Organ,"","",""
